t_s,true_flow_ml_per_hr,true_weight_g,effective_drop_factor_gtts_per_ml
0.0,75.10908386448448,545.0,10.5
1.0,75.59116292348953,544.9787190929051,10.500256563396054
2.0,74.40620412248846,544.9573015967435,10.500513126768174
3.0,75.38526092636904,544.9362198389088,10.500769690092424
4.0,75.92313712338247,544.9148606816462,10.501026253344872
5.0,73.31652614165806,544.893349126128,10.501282816501579
6.0,73.63390356680394,544.8725761103879,10.501539379538615
7.0,73.30116906120142,544.8517131710439,10.501795942432043
8.0,75.22963957482393,544.8309445064765,10.50205250515793
9.0,74.90740439387645,544.8096294419304,10.502309067692341
10.0,74.2733502645656,544.7884056773521,10.502565630011338
11.0,76.15341831008035,544.7673615614437,10.502822192090994
12.0,74.37698379483739,544.7457847595892,10.503078753907367
13.0,75.57445915588558,544.7247112808475,10.503335315436528
14.0,74.0143961049743,544.7032985174199,10.50359187665454
15.0,75.3267381048909,544.6823277718568,10.503848437537469
16.0,74.82641944778163,544.6609851960604,10.50410499806138
17.0,74.65552119330614,544.6397843772169,10.50436155820234
18.0,75.63309703757005,544.6186319795454,10.504618117936417
19.0,73.59621598123361,544.5972026020515,10.504874677239668
20.0,76.20792738077202,544.5763503408568,10.50513123608817
21.0,75.19166598616636,544.5547580947655,10.505387794457983
22.0,74.47259713073277,544.5334537894028,10.505644352325172
23.0,75.09833695570295,544.5123532202158,10.505900909665803
24.0,75.02177413619957,544.4910753580783,10.506157466455948
25.0,74.90556316075863,544.4698191887398,10.506414022671665
26.0,75.15597658294769,544.4485959458442,10.506670578289024
27.0,75.2692694531211,544.427301752479,10.506927133284094
28.0,75.26746338868857,544.4059754594673,10.507183687632935
29.0,75.80661432963026,544.3846496781739,10.507440241311617
30.0,74.47629359997224,544.3631711374471,10.507696794296205
31.0,75.1823968396114,544.3420695209272,10.507953346562767
32.0,75.22402688321735,544.3207678418225,10.508209898087369
33.0,74.31226300917655,544.2994543675389,10.508466448846077
34.0,74.20099993986484,544.278399226353,10.508722998814958
35.0,75.24863328413292,544.2573756097034,10.508979547970078
36.0,74.93507920779403,544.2360551636064,10.509236096287502
37.0,75.54405457871441,544.2148235578308,10.509492643743302
38.0,75.39460300618154,544.1934194090334,10.509749190313542
39.0,73.53926346984926,544.1720576048483,10.510005735974286
40.0,74.7081038476966,544.1512214801985,10.510262280701607
41.0,74.3650216472005,544.1300541841083,10.510518824471568
42.0,75.15230101999205,544.1089840946416,10.51077536726024
