t_s,true_flow_ml_per_hr,true_weight_g,effective_drop_factor_gtts_per_ml
0.0,49.6011656629137,540.5,15.3
1.0,50.18503829656025,540.4860703393097,15.300249233015464
2.0,50.57130702484157,540.4719767077213,15.300498466020594
3.0,50.408023142654265,540.4577745989984,15.300747699005054
4.0,49.64633278058087,540.4436183458326,15.300996931958514
5.0,49.794572519361004,540.4296760007101,15.301246164870639
6.0,49.98990323351231,540.4156920249276,15.301495397731099
7.0,49.61586527982446,540.4016531937694,15.301744630529553
8.0,49.77387152848108,540.3877194049367,15.301993863255674
9.0,49.69763007193153,540.3737412426825,15.302243095899126
10.0,49.87034492917607,540.3597844915706,15.302492328449572
11.0,48.863730074077445,540.3457792363697,15.302741560896685
12.0,50.29843466045572,540.3320566721738,15.302990793230126
13.0,49.785382728258675,540.3179311951067,15.303240025439566
14.0,50.16992879861946,540.3039498001239,15.303489257514665
15.0,50.41582603925259,540.2898604117863,15.303738489445093
16.0,48.8506794306065,540.2757019673069,15.303987721220519
17.0,49.519947436099564,540.2619830681667,15.304236952830609
18.0,49.538070852325795,540.2480762162618,15.304486184265022
19.0,50.06129808333587,540.2341642746975,15.304735415513433
20.0,49.84558855754306,540.2201053934857,15.304984646565504
21.0,49.83702931380234,540.2061070906991,15.3052338774109
22.0,49.6080024522692,540.1921111916336,15.305483108039294
23.0,49.535181858592686,540.1781796109449,15.305732338440349
24.0,49.33185434522366,540.1642684807063,15.305981568603725
25.0,49.74806796783842,540.1504144516109,15.306230798519097
26.0,50.546276535396764,540.1364435358566,15.306480028176134
27.0,49.78663658213652,540.1222484565296,15.306729257564493
28.0,50.43133107364056,540.1082667094229,15.306978486673842
29.0,49.61005189373281,540.094103910613,15.307227715493852
30.0,49.85209879468034,540.0801717543728,15.307476944014192
31.0,49.785931400725374,540.0661716232946,15.30772617222452
32.0,49.824390249005475,540.0521900742262,15.30797540011451
33.0,49.54104279124774,540.0381977246313,15.308224627673821
34.0,49.372776230443876,540.0242849484475,15.308473854892126
35.0,50.17613111717662,540.0104194271228,15.308723081759092
36.0,49.761226431008204,539.9963282969674,15.308972308264382
37.0,49.9687884925491,539.982353685878,15.309221534397661
38.0,49.65392712355519,539.968320784443,15.3094707601486
39.0,50.43158864090382,539.9543763065758,15.309719985506865
40.0,50.127315549660665,539.9402134354325,15.309969210462123
41.0,49.844335746064004,539.9261360143156,15.310218435004037
42.0,50.369704487025444,539.9121380633603,15.310467659122276
43.0,49.818491236334836,539.8979925713502,15.31071688280651
44.0,50.28379503830168,539.8840018783947,15.310966106046397
45.0,50.33408134165277,539.8698805126213,15.311215328831615
46.0,49.32074318943599,539.8557450247779,15.311464551151822
47.0,49.99082485011981,539.8418941160655,15.311713772996688
48.0,49.89099815542805,539.8278550260868,15.311962994355882
49.0,50.5003560974423,539.8138439707715,15.312212215219066
50.0,50.18782016905796,539.7996617874342,15.312461435575912
51.0,50.21953293083535,539.7855673746033,15.312710655416083
52.0,50.841338813346866,539.7714640557718,15.312959874729247
53.0,49.93371648829676,539.7571861131219,15.313209093505069
54.0,50.14416550867343,539.7431630610747,15.313458311733218
55.0,50.34932804768096,539.7290809079277,15.313707529403365
56.0,49.478661211528596,539.7149411383009,15.31395674650517
57.0,50.81093879773107,539.7010458809441,15.314205963028304
58.0,50.11338502328021,539.6867764756316,15.314455178962433
59.0,49.055665904118165,539.672702966671,15.314704394297221
60.0,49.92075092973824,539.6589265004961,15.314953609022343
61.0,49.5015850379411,539.6449070896101,15.315202823127459
62.0,49.95689792044913,539.6310053944786,15.315452036602238
63.0,50.429242369032785,539.6169758323126,15.31570124943635
64.0,49.99952885471854,539.6028136200807,15.315950461619456
65.0,50.335919635806604,539.5887720857273,15.316199673141229
66.0,50.29152643384454,539.5746360816295,15.316448883991333
67.0,49.20763535471987,539.5605125446227,15.316698094159438
68.0,49.80064941930386,539.5466934003606,15.31694730363521
69.0,50.4700546133996,539.532707717982,15.317196512408314
70.0,49.77634365297927,539.5185340443114,15.317445720468418
71.0,51.1380508613431,539.5045551878022,15.317694927805192
72.0,49.7151895412825,539.4901939185187,15.317944134408304
73.0,50.28202539587358,539.4762322361225,15.31819334026742
74.0,50.36613774189026,539.4621113673238,15.318442545372205
75.0,49.78485814768543,539.4479668769745,15.318691749712332
76.0,49.03823266174106,539.4339856293115,15.31894095327746
77.0,49.78978103351461,539.4202140589723,15.319190156057264
78.0,49.816369762568904,539.4062314287987,15.319439358041409
79.0,49.58336900234724,539.3922413316237,15.319688559219566
80.0,50.13496029629572,539.3783166688289,15.319937759581398
81.0,50.58402366502155,539.3642371008124,15.32018695911657
82.0,50.15464623651492,539.3500314208331,15.32043615781476
83.0,50.213295761322264,539.3359463243484,15.320685355665626
84.0,49.912651657053985,539.3218447571221,15.32093455265884
85.0,50.48890631396375,539.3078276207816,15.32118374878407
86.0,49.393514165807,539.2936486529252,15.321432944030985
87.0,49.99866631557005,539.279777307697,15.32168213838925
88.0,49.42163548548185,539.2657360155733,15.321931331848534
89.0,50.61541688299399,539.2518567729412,15.322180524398503
90.0,49.96326169039495,539.2376422766998,15.322429716028829
91.0,50.58773531210739,539.2236109273751,15.32267890672918
92.0,50.55403271128782,539.2094042050417,15.322928096489221
93.0,49.93290887577584,539.1952069475219,15.32317728529862
94.0,50.13141406017848,539.1811841222793,15.32342647314705
95.0,50.57992177849309,539.167105550164,15.323675660024174
96.0,49.23218170506907,539.1529010221313,15.323924845919663
97.0,50.1005359859111,539.1390749844358,15.324174030823183
98.0,49.457332453453354,539.125005083913,15.324423214724403
99.0,49.11316123950104,539.1111158163824,15.324672397612995
100.0,50.61937594436341,539.0973232036009,15.324921579478623
101.0,49.29842141996428,539.0831075955232,15.325170760310955
102.0,50.212360966608685,539.0692629555078,15.325419940099666
103.0,50.31730476222058,539.055161650803,15.325669118834417
104.0,50.524871908780426,539.0410308743823,15.325918296504883
105.0,49.587903919729655,539.0268418061879,15.326167473100725
106.0,49.67561842163413,539.0129158698371,15.326416648611618
107.0,49.110003341131396,538.9989653003304,15.326665823027229
108.0,50.48456412400106,538.9851735743921,15.326914996337226
109.0,50.10846058928058,538.9709958259673,15.327164168531281
110.0,50.72330136139055,538.9569236999519,15.327413339599056
111.0,49.8979427791786,538.9426789061528,15.32766250953023
112.0,50.18642789077665,538.9286659005556,15.327911678314459
113.0,49.66392948812976,538.9145718787229,15.328160845941426
114.0,49.79317191169786,538.9006245918583,15.328410012400786
115.0,50.00533795564199,538.8866410094131,15.328659177682221
116.0,49.24911840853469,538.8725978436706,15.328908341775392
117.0,49.34247833260082,538.8587670495842,15.32915750466997
118.0,50.244407026706725,538.8449100369191,15.329406666355625
119.0,50.06314557778606,538.8307997326125,15.329655826822032
120.0,49.58996643647119,538.8167403325626,15.329904986058848
121.0,50.46945816019516,538.8028138169884,15.33015414405575
122.0,48.94515855138036,538.7886403108218,15.330403300802407
123.0,49.79755104352503,538.7748948787953,15.330652456288488
124.0,50.2799113440732,538.7609100665439,15.330901610503666
125.0,49.38473089620569,538.7467897914414,15.331150763437604
126.0,50.006433396819716,538.7329209128482,15.331399915079976
127.0,51.026021417720244,538.7188774394692,15.331649065420446
128.0,50.54549274896167,538.7045476317877,15.331898214448694
129.0,51.586683464520114,538.690352772574,15.33214736215438
130.0,49.82570710009893,538.675865512301,15.33239650852718
131.0,49.64402702096079,538.6618727928904,15.332645653556762
132.0,49.7328782157655,538.647931095302,15.332894797232795
133.0,50.2358719493539,538.6339644453365,15.333143939544952
134.0,50.34864560123207,538.6198565379641,15.333393080482901
135.0,50.18304082567235,538.605716959991,15.33364222003631
136.0,50.09432192107243,538.5916238893592,15.333891358194851
137.0,50.034630794197476,538.577555733953,15.334140494948198
138.0,50.28739847838321,538.5635043418049,15.334389630286015
139.0,51.23776330460219,538.5493819640656,15.334638764197978
140.0,50.44276880089539,538.5349926922042,15.334887896673754
141.0,50.01708254123418,538.5208266812992,15.335137027703013
142.0,49.639758415051894,538.5067802172857,15.335386157275428
143.0,49.78499384437459,538.492839718464,15.33563528538067
144.0,50.30870459328928,538.4788584326927,15.335884412008408
145.0,48.81711623993295,538.4647300714862,15.336133537148312
146.0,49.50304958251879,538.4510205980088,15.336382660790054
147.0,49.70403047495096,538.4371184915844,15.336631782923307
148.0,50.41344004839738,538.4231599430259,15.336880903537738
149.0,49.84147781259467,538.4090021686123,15.33713002262302
150.0,50.03395946720047,538.39500502026,15.337379140168826
151.0,49.96111933961399,538.3809538166429,15.33762825616482
152.0,49.75382110095376,538.3669230689618,15.337877370600681
153.0,50.29629684292805,538.3529505375359,15.338126483466077
154.0,48.945273437727586,538.3388256608391,15.338375594750683
155.0,50.511146822836295,538.3250801965487,15.338624704444161
156.0,50.304961284548796,538.3108949828161,15.338873812536193
157.0,50.171733019047906,538.2967676728554,15.339122919016447
158.0,50.13925091746231,538.2826777778324,15.33937202387459
159.0,49.84498492317171,538.2685970048665,15.339621127100301
160.0,50.29966092902112,538.2545988716006,15.339870228683244
161.0,49.13778519628837,538.2404730501563,15.340119328613099
162.0,51.00307582434842,538.2266735221469,15.340368426879534
163.0,50.31311150334312,538.212350158353,15.340617523472218
164.0,49.537892367111915,538.1982205595391,15.340866618380826
165.0,50.379610417482034,538.1843086680994,15.341115711595032
166.0,49.88759135927371,538.1701603941738,15.341364803104504
167.0,50.4048440082835,538.1561502956004,15.341613892898915
168.0,50.04359915649003,538.1419949352414,15.34186298096794
169.0,50.12510487841127,538.1279410244783,15.342112067301253
170.0,49.820847136858454,538.1138642241916,15.342361151888518
171.0,49.62334772948016,538.0998728696206,15.342610234719416
172.0,49.632521242112205,538.0859369794666,15.342859315783615
173.0,49.88790657582649,538.0719985130845,15.343108395070788
174.0,50.374369429382405,538.0579883259877,15.343357472570611
175.0,50.185648226699364,538.0438415239064,15.343606548272755
176.0,50.33581119810719,538.0297477210294,15.34385562216689
177.0,50.38187331447659,538.0156117473846,15.344104694242692
178.0,49.94249215415292,538.0014628379621,15.344353764489831
179.0,50.196149313231025,537.9874373214154,15.344602832897987
180.0,49.795079125168016,537.9733405694833,15.344851899456827
181.0,49.4025379392599,537.9593564514289,15.345100964156025
182.0,50.232672288933564,537.9454825720244,15.345350026985255
183.0,49.638808201569155,537.9313755632232,15.34559908793419
184.0,49.82803261741307,537.9174353312533,15.345848146992504
185.0,49.97483599788701,537.9034419587599,15.346097204149874
186.0,49.83810521860961,537.8894073589838,15.346346259395967
187.0,50.626802485400326,537.8754111577682,15.34659531272046
188.0,49.69424754583643,537.8611934640703,15.346844364113029
189.0,50.029721909199374,537.8472376628845,15.347093413563345
190.0,50.43134791188074,537.833187649315,15.347342461061077
191.0,48.64160252577385,537.8190248457764,15.347591506595911
192.0,50.385096336056606,537.8053646624005,15.347840550157514
193.0,50.14257820190375,537.791214847846,15.34808959173556
194.0,49.2180279339281,537.7771331404676,15.348338631319722
195.0,49.37043977781747,537.7633110776229,15.34858766889968
196.0,49.257236794844886,537.749446212452,15.348836704465105
197.0,50.10080551434166,537.7356131384521,15.349085738005671
198.0,49.85336962635331,537.7215431622369,15.349334769511051
199.0,49.70776967411653,537.7075426742667,15.349583798970924
200.0,50.4625025705513,537.6935830756165,15.34983282637496
201.0,50.47919589995004,537.6794115228113,15.35008185171284
202.0,49.941461606770226,537.6652352819629,15.350330874974235
203.0,50.46224687207799,537.6512100548282,15.35057989614882
204.0,50.224408546322564,537.6370385738317,15.35082891522627
205.0,50.27794424527197,537.622933885765,15.35107793219626
206.0,49.38747047746962,537.6088141630894,15.35132694704847
207.0,50.78190612948193,537.5949445151302,15.35157595977257
208.0,50.06841291089769,537.5806832631589,15.351824970358233
209.0,49.67445756672028,537.5666223838664,15.352073978795145
210.0,50.95074811401257,537.5526721403664,15.352322985072972
211.0,50.63122048112073,537.5383634719377,15.352571989181392
212.0,50.06912995063842,537.5241445375193,15.352820991110084
213.0,50.25022642356314,537.5100834568582,15.35306999084872
214.0,49.11885605698817,537.4959715182708,15.35331898838698
215.0,49.63552411327913,537.4821773061949,15.353567983714537
216.0,50.24912225683634,537.4682379965063,15.353816976821065
217.0,50.90918543808579,537.454126368006,15.354065967696249
218.0,49.862799580047,537.439829371762,15.354314956329759
219.0,49.8905610114536,537.4258262355467,15.354563942711268
220.0,50.94780000784059,537.411815302996,15.35481292683046
221.0,51.083455707537716,537.3975074624938,15.355061908677008
222.0,50.11104575502887,537.3831615253492,15.35531088824059
223.0,50.100068906127916,537.369088673333,15.355559865510878
224.0,50.55294491445653,537.3550189039819,15.35580884047756
225.0,49.931858523159306,537.3408219519517,15.3560578131303
226.0,49.63046299251724,537.3267994216831,15.356306783458788
227.0,50.26041743647723,537.312861533326,15.356555751452689
228.0,50.0530002434417,537.2987467327627,15.356804717101687
229.0,50.75263333706133,537.2846901818609,15.357053680395461
230.0,50.293296988557564,537.2704371506654,15.35730264132368
231.0,50.51037219154167,537.2563131164279,15.357551599876034
232.0,50.3112377495609,537.2421281202373,15.357800556042191
233.0,49.05307013965852,537.2279990476361,15.35804950981183
234.0,50.39130124423498,537.2142233104385,15.358298461174634
235.0,49.194495766992716,537.2000717533391,15.358547410120277
236.0,50.25615124262125,537.1862562991112,15.358796356638438
237.0,49.82325182539199,537.1721426966373,15.359045300718796
238.0,50.98846141961393,537.1581506667496,15.359294242351028
239.0,49.93502371626122,537.1438314071676,15.359543181524815
240.0,50.04634295994888,537.1298079880073,15.359792118229832
241.0,50.11901901831473,537.1157533066927,15.360041052455758
242.0,49.79213146311699,537.1016782155184,15.360289984192274
243.0,49.70414863086417,537.0876949252659,15.36053891342906
244.0,49.36662508665544,537.0737363435253,15.36078784015579
245.0,49.235716049420006,537.0598725496468,15.361036764362145
246.0,50.1164853966043,537.0460455193895,15.361285686037807
247.0,49.21981824299103,537.0319711397408,15.361534605172453
248.0,50.235891392552546,537.0181485741175,15.361783521755761
249.0,49.9051876111826,537.0040406612848,15.362032435777413
250.0,49.853667161828255,536.9900256210973,15.362281347227087
251.0,49.88409301911933,536.9760250495693,15.362530256094468
252.0,49.93214852844112,536.9620159334464,15.362779162369225
253.0,49.92476859867853,536.9479933217347,15.363028066041045
254.0,49.60460858293829,536.9339727825533,15.363276967099612
255.0,50.200149411032086,536.9200421549763,15.363525865534596
256.0,50.39868285034488,536.9059442796834,15.363774761335685
257.0,49.7381048119554,536.8917906495828,15.364023654492552
258.0,49.37561205782404,536.8778225318148,15.364272544994886
259.0,49.48957383023874,536.8639562140952,15.364521432832364
260.0,50.6121890861558,536.8500578921112,15.364770317994665
261.0,50.32787473013681,536.8358443023428,15.365019200471469
262.0,49.949765072306874,536.8217105575228,15.365268080252461
263.0,49.52095173821583,536.8076829984983,15.365516957327321
264.0,49.45194409152672,536.7937758645519,15.365765831685726
265.0,50.13802874520088,536.7798881102528,15.366014703317365
266.0,49.69888782560059,536.7658076805135,15.366263572211912
267.0,50.03813209382293,536.7518505761825,15.366512438359049
268.0,50.42072836504048,536.7377982007529,15.366761301748463
269.0,49.480417853449104,536.723638379537,15.367010162369828
270.0,50.76050633552965,536.7097426288565,15.367259020212837
271.0,50.0785818328144,536.6954873866605,15.36750787526716
272.0,50.03186533159977,536.6814236515959,15.367756727522483
273.0,49.519448127891344,536.6673730360819,15.368005576968491
274.0,50.35756192052578,536.6534663243992,15.368254423594864
275.0,50.060301343803445,536.6393242424267,15.368503267391283
276.0,50.53117111119949,536.6252656411325,15.368752108347435
277.0,51.26726556934139,536.6110748039122,15.369000946453
278.0,49.731859354473045,536.5966772468314,15.369249781697656
279.0,50.23403750254475,536.582710882996,15.369498614071095
280.0,50.06562184830542,536.5686034907974,15.369747443562995
281.0,49.91440402993486,536.5545433953284,15.369996270163035
282.0,49.88026196309867,536.5405257668633,15.370245093860907
283.0,49.93566340133923,536.5265177266286,15.370493914646286
284.0,49.849956993605964,536.5124941278234,15.370742732508864
285.0,51.056372278480154,536.4984945982344,15.370991547438315
286.0,50.10548711730874,536.4841562670196,15.371240359424332
287.0,49.25104182551253,536.4700849760541,15.371489168456593
288.0,50.368832707875,536.4562536418082,15.371737974524782
289.0,50.15291142232916,536.4421083946227,15.371986777618588
290.0,48.85247098071926,536.4280237853316,15.372235577727688
291.0,50.12435827439671,536.4143043830645,15.37248437484177
292.0,50.73965708449952,536.4002277924491,15.372733168950518
293.0,49.93290834714916,536.3859784054177,15.372981960043617
294.0,50.50488572928795,536.3719555803236,15.373230748110753
295.0,49.75742850901102,536.3577721249146,15.373479533141609
296.0,49.29943196288487,536.3437985804085,15.373728315125867
297.0,49.97821441348861,536.329953656599,15.37397709405322
298.0,50.15084756931762,536.3159181080512,15.374225869913346
299.0,50.43009720232346,536.3018340783588,15.374474642695933
300.0,49.97564585488146,536.287671626061,15.374723412390667
301.0,49.320815558388304,536.27363679885,15.37497217898723
302.0,50.02922731448288,536.2597858698141,15.375220942475313
303.0,49.71231974034143,536.2457359951434,15.375469702844596
304.0,50.25292219527403,536.2317751186829,15.375718460084771
305.0,50.72751155351764,536.2176624230331,15.37596721418552
306.0,49.76359687249987,536.2034164468718,15.37621596513653
307.0,50.025568120727996,536.1894411700835,15.37646471292749
308.0,49.66426792326439,536.1753923230361,15.376713457548083
309.0,50.42865439758611,536.1614449411277,15.376962198987997
310.0,50.07900660016005,536.1472828940177,15.377210937236917
311.0,48.916580710914474,536.1332190396643,15.377459672284532
312.0,49.507542229088585,536.1194816332479,15.377708404120527
313.0,50.0173999005637,536.1055782651385,15.377957132734597
314.0,49.373914646845556,536.0915317119998,15.378205858116415
315.0,50.734700623266875,536.0776658709699,15.378454580255681
316.0,50.001477826374334,536.0634178758781,15.378703299142076
317.0,50.28391131624872,536.0493757941886,15.37895201476529
318.0,50.28985656229096,536.0352543957606,15.379200727115007
319.0,49.456538948472655,536.0211313277093,15.379449436180922
320.0,50.40071799778277,536.0072422830212,15.379698141952717
321.0,50.16161481734679,535.9930880813836,15.379946844420083
322.0,49.447588910409365,535.9790010278891,15.380195543572707
323.0,50.577457341458626,535.96511449667,15.380444239400278
324.0,49.666053641629034,535.9509106607334,15.380692931892487
325.0,50.158911986543195,535.9369627773356,15.38094162103902
326.0,50.15115631639846,535.9228764828861,15.381190306829565
327.0,50.549052529635496,535.9087923664872,15.381438989253814
328.0,49.85712933778641,535.8945965075684,15.381687668301453
329.0,50.16553535316973,535.880594963746,15.381936343962176
330.0,50.054012362496536,535.8665068092345,15.382185016225666
331.0,49.425606884209316,535.8524499740959,15.382433685081617
332.0,49.592626855410685,535.8385696161627,15.382682350519719
333.0,50.71589851641237,535.824642353454,15.382931012529657
334.0,49.98799252280545,535.8103996386208,15.383179671101127
335.0,50.301926486357594,535.7963613440538,15.38342832622382
336.0,49.69153734267413,535.7822348863656,15.383676977887419
337.0,49.62098866406814,535.7682798462953,15.383925626081622
338.0,49.638487333230415,535.7543446186455,15.384174270796112
339.0,50.47516811452439,535.740404476786,15.384422912020588
340.0,50.084781306851745,535.7262293670739,15.384671549744732
341.0,50.800073725373615,535.7121638909902,15.384920183958245
342.0,50.07821113899873,535.6978975369523,15.38516881465081
