t_s,true_flow_ml_per_hr,true_weight_g,effective_drop_factor_gtts_per_ml
0.0,99.05589757541073,540.5,15.3
1.0,99.6525931097599,540.4721818020976,15.300498466020594
2.0,98.87946055262671,540.4441960321992,15.300996931958514
3.0,100.91650710260535,540.4164273836941,15.301495397731099
4.0,101.86804625183095,540.388086664616,15.301993863255674
5.0,101.768813905598,540.359478721627,15.302492328449572
6.0,100.85476083485709,540.3308986463885,15.302990793230126
7.0,98.65434554294404,540.3025752677206,15.303489257514665
8.0,99.6009744696928,540.2748698390141,15.303987721220519
9.0,97.79532818934503,540.2468985653504,15.304486184265022
10.0,98.16424797623216,540.2194343773506,15.304984646565504
11.0,101.3745397662885,540.1918665843773,15.305483108039294
12.0,99.36094619709468,540.1633972344596,15.305981568603725
13.0,102.14944669346882,540.135493368736,15.306480028176134
14.0,99.28657550025174,540.1068063991229,15.306978486673842
15.0,100.01754172880153,540.0789234191699,15.307476944014192
16.0,101.15142094837333,540.0508351595344,15.30797540011451
17.0,100.61329555040975,540.0224284688179,15.308473854892126
18.0,99.55966948522185,539.9941729016509,15.308972308264382
19.0,100.38043183893718,539.9662132278038,15.3094707601486
20.0,101.46182972470802,539.9380230565291,15.309969210462123
21.0,100.02341334648878,539.9095291926815,15.310467659122276
22.0,102.08411608235879,539.8814392841,15.310966106046397
23.0,98.57647173963271,539.8527706615,15.311464551151822
24.0,100.30069601357097,539.8250871023532,15.311962994355882
25.0,101.34290905380388,539.796919323556,15.312461435575912
26.0,99.18791587409363,539.7684588565968,15.312959874729247
27.0,101.17086758811138,539.7406035835555,15.313458311733218
28.0,100.57448625409141,539.7121914315745,15.31395674650517
29.0,98.5798215078074,539.6839467633515,15.314455178962433
30.0,100.38272427739558,539.6562622634781,15.314953609022343
31.0,100.0164863194895,539.6280714484101,15.315452036602238
32.0,99.25529593688069,539.5999834851687,15.315950461619456
33.0,100.78116742958716,539.5721092895599,15.316448883991333
34.0,99.56662812503427,539.5438065783733,15.31694730363521
35.0,101.26389756929821,539.5158449503083,15.317445720468418
36.0,99.50836884311454,539.4874066724076,15.317944134408304
37.0,99.57393829392961,539.4594614054907,15.318442545372205
38.0,101.69886615481283,539.4314977244865,15.31894095327746
39.0,101.16959863170064,539.4029372929081,15.319439358041409
40.0,99.55394083379268,539.3745254972923,15.319937759581398
41.0,99.27734444051113,539.3465674322415,15.32043615781476
42.0,100.95482557542303,539.3186870446777,15.32093455265884
43.0,99.44370973345002,539.2903355644953,15.321432944030985
44.0,98.56110652711119,539.2624084560118,15.321931331848534
45.0,99.21160948773057,539.2347292119289,15.322429716028829
46.0,99.43865342332376,539.206867284931,15.322928096489221
47.0,97.82668871259102,539.178941596428,15.32342647314705
48.0,99.30892308441823,539.1514686013479,15.323924845919663
49.0,99.64412916141238,539.1235793454483,15.324423214724403
50.0,100.66042088387846,539.0955959525088,15.324921579478623
51.0,100.21047284665518,539.0673271509772,15.325419940099666
