t_s,true_flow_ml_per_hr,true_weight_g,effective_drop_factor_gtts_per_ml
0.0,126.0836944410271,540.5,61.2
1.0,124.45756734641664,540.4645914958111,61.2024923300642
2.0,124.88151072250982,540.4296396623147,61.204984659482555
3.0,124.59276990425055,540.3945687713867,61.207476987609205
4.0,122.44642300203307,540.3595789685053,61.20996931379829
5.0,122.699428678235,540.3251919313789,61.212461637403976
6.0,124.58493212105654,540.2907338418252,61.214953957780374
7.0,125.09283537900691,540.2557462400545,61.21744627428168
8.0,125.30041009089689,540.2206160021188,61.21993858626202
9.0,124.32408300124217,540.185427470285,61.22243089307553
10.0,123.6188299390447,540.1505131236421,61.22492319407639
11.0,127.90040589970467,540.1157968355676,61.22741548861876
12.0,125.18235802182917,540.0798781382441,61.22990777605677
13.0,124.35516574673595,540.0447227593663,61.232400055744584
14.0,125.48048393643839,540.0097996836523,61.23489232703637
15.0,123.85543290023249,539.9745605810801,61.23738458928628
16.0,125.67357335402401,539.9397778470075,61.23987684184849
17.0,125.42057043794382,539.9044845184904,61.24236908407716
18.0,124.88241825912671,539.8692622416258,61.24486131532646
19.0,125.38522196054784,539.8341910958313,61.24735353495057
20.0,123.88047802004509,539.7989787459975,61.24984574230365
21.0,124.96905655479448,539.7641889784202,61.252337936739885
22.0,125.38744428785058,539.7290935017044,61.25483011761346
23.0,124.65432692980289,539.6938805277669,61.257322284278565
24.0,124.80477891600384,539.6588734376207,61.25981443608937
25.0,124.75171261024937,539.6238240955417,61.2623065724001
26.0,125.81229879890493,539.5887896562505,61.264798692564916
27.0,124.34770016016135,539.5534573690045,61.26729079593804
28.0,124.5559861282045,539.5185363898761,61.269782881873674
29.0,123.8940954464173,539.4835569171051,61.27227494972603
30.0,125.49773473502302,539.4487633253005,61.27476699884933
31.0,125.82111892840176,539.4135193781292,61.27725902859777
32.0,124.69162637102444,539.3781846138968,61.27975103832559
33.0,125.24441451754393,539.3431670488242,61.28224302738701
34.0,125.55337006563634,539.307994242414,61.28473499513628
35.0,125.42248298377861,539.2727346709871,61.28722694092764
36.0,126.84805188614058,539.2375118570159,61.289718864115315
37.0,127.07432053055264,539.2018886957778,61.292210764053586
38.0,125.79619006994943,539.1662019907621,61.294702640096695
39.0,123.74074380530445,539.1308742273842,61.2971944915989
40.0,127.1010005011774,539.0961237018322,61.29968631791449
41.0,124.16249360415097,539.0604295041915,61.30217811839773
42.0,125.41415838329459,539.0255605372377,61.3046698924029
43.0,125.19665415886182,538.9903400610916,61.307161639284296
44.0,127.40804652789345,538.9551806673821,61.309653358396226
45.0,125.59100167424101,538.9194002409822,61.31214504909298
46.0,124.00906625369328,538.8841301013452,61.314636710728884
47.0,125.9327857795176,538.8493042219056,61.317128342658236
48.0,124.07522415760909,538.8139380978993,61.31961994423539
49.0,124.52271367887342,538.779093639115,61.322111514814665
50.0,124.15732031067918,538.7441235103569,61.324603053750415
51.0,124.21884486850995,538.7092559962363,61.32709456039697
52.0,127.76992148464227,538.674371203969,61.32958603410872
53.0,127.17322745154443,538.6384891510188,61.33207747424002
54.0,125.2865045083389,538.6027746696428,61.33456888014524
55.0,124.96379590161725,538.5675900429601,61.33706025117877
56.0,123.61787259049642,538.532496043611,61.339551586695016
57.0,124.69165886692201,538.4977800243919,61.342042886048375
58.0,123.56307244553068,538.4627624501934,61.34453414859325
59.0,123.61046808196251,538.4280618206817,61.34702537368409
60.0,124.03375230344166,538.3933478808952,61.349516560675305
61.0,126.60385402272453,538.35851506879,61.35200770892134
62.0,125.56576832861263,538.322960486452,61.354498817776644
63.0,124.87501548670456,538.2876974331798,61.35698988659571
64.0,124.80176712169207,538.2526283663306,61.35948091473298
65.0,125.16231127836127,538.2175798700639,61.36197190154295
66.0,126.57124966179579,538.1824301209798,61.36446284638013
67.0,125.88536989745172,538.1468846950331,61.36695374859899
68.0,127.80761680379813,538.111531886987,61.36944460755407
69.0,124.98750481762153,538.0756392479345,61.371935422599904
70.0,124.98698417582428,538.0405385903316,61.37442619309102
71.0,123.35316512393165,538.0054380789422,61.37691691838195
72.0,124.66962188023194,537.9707963984033,61.37940759782731
73.0,122.40840404508077,537.9357850129252,61.381898230781616
74.0,125.2119177883611,537.9014086527892,61.3843888165995
75.0,125.67873646236872,537.8662449725437,61.386879354635525
76.0,124.74229037364637,537.8309501940538,61.38936984424431
77.0,123.63816571166721,537.7959184008405,61.391860284780506
78.0,126.21873070170965,537.7611966826365,61.39435067559872
79.0,127.36546900493121,537.7257502557645,61.396841016053614
