t_s,load_cell_weight_g,true_weight_g,true_flow_ml_per_hr
0.0,545.2287507599116,545.0,76.09466200824538
1.0,544.9508442596128,544.9784398457643,74.9463173711543
2.0,545.2018966567343,544.9572050558426,74.45117222117216
3.0,545.6813100597781,544.9361105570465,76.44761926159487
4.0,544.6518506195491,544.9144503982557,74.68572721051396
5.0,545.3519528759633,544.8932894422128,74.63176607776676
6.0,545.0260023133914,544.8721437751574,76.12113826434755
7.0,545.1898381504521,544.8505761193157,75.84813252968013
8.0,544.7112528169273,544.829085815099,76.06410342449178
9.0,544.006840816135,544.8075343191288,74.56122098615971
10.0,545.3714540104693,544.7864086398495,74.42341331153358
11.0,544.838452771612,544.7653220060778,74.42581534618533
12.0,544.623624501222,544.7442346917296,76.073817407234
13.0,544.86867994372,544.7226804434642,74.62315420493437
14.0,544.4126747730218,544.7015372164396,74.85197591765947
15.0,544.905462228089,544.6803291565963,74.78238243150601
16.0,545.0964435313331,544.6591408149073,74.4467154063187
17.0,544.9475601303145,544.6380475788756,74.05233027998737
18.0,544.9892725198064,544.6170660852963,74.27353105713811
19.0,544.4784677892769,544.5960219181634,75.7118171300668
20.0,544.4837029163373,544.5745702366431,75.05988350598643
21.0,544.7212026191208,544.5533032696499,74.95325088149563
22.0,544.365932629562,544.5320665152333,75.36741550360252
23.0,544.671732645006,544.510712414174,74.8997224272284
24.0,543.7424713507066,544.489490826153,74.8824335879688
25.0,544.4557030416559,544.4682741366364,75.57311531255512
26.0,543.7569219837815,544.4468617539644,74.99509887081152
27.0,544.1459778246987,544.4256131426177,74.19591581400472
28.0,544.6632164475764,544.4045909664704,75.2940345204989
29.0,543.2997847769726,544.3832576566897,74.63644357484843
30.0,544.654331774235,544.3621106643434,74.51860188268007
31.0,545.148992628318,544.3409970604766,73.99201654975354
32.0,544.7703443901429,544.3200326557876,75.63252109887694
33.0,544.130325714891,544.2986034414762,74.14615715896106
34.0,543.9632309659288,544.2775953636145,74.6621872467228
35.0,544.6113169392102,544.2564410772279,74.69640744104655
36.0,544.1480765482295,544.2352770951197,74.97830962686551
37.0,544.6547985566003,544.2140332407255,75.34230336097617
38.0,544.244653787661,544.1926862547731,75.0498236579647
39.0,544.2646669562529,544.17142213807,76.66646393572528
40.0,543.2051111340106,544.1496999732882,76.69430838375848
41.0,544.3912582756521,544.1279699192462,75.00840685691557
42.0,544.1916021191261,544.1067175373034,75.89114850466584
43.0,544.9338235656624,544.0852150452271,75.27741299625116
44.0,544.0554279246466,544.0638864448781,74.60881188143918
45.0,544.695066092593,544.0427472815118,74.57428426867696
46.0,543.509959693483,544.0216179009689,75.90678879383098
47.0,543.4379213399981,544.0001109774773,74.58294255075069
48.0,543.9204806556148,543.9789791437547,75.09830456375771
49.0,543.3942617144596,543.9577012907948,73.69403264074396
50.0,543.7541354870526,543.93682131488,74.89061115757856
51.0,544.0679263943733,543.9156023083854,75.9019524408328
52.0,543.5719337455749,543.8940967551938,76.0538508919171
53.0,543.9342693555293,543.8725481641077,75.75231222168453
54.0,543.4643852201986,543.8510850089783,75.20862697428554
55.0,542.9329866994256,543.8297758980023,73.91711929097656
56.0,544.0831833922114,543.8088327142032,74.92636206531081
57.0,543.5861534243552,543.7876035782847,75.66026647553119
58.0,543.7018907921064,543.7661665027831,73.70159724012984
59.0,543.7342500164341,543.7452843835651,75.86157404601926
60.0,543.8805539882833,543.7237902709188,75.49935045213485
61.0,544.0111919561537,543.7023987882907,74.73462156212258
62.0,543.8572017989479,543.681223978848,74.96451896697467
63.0,544.05580998354,543.6599840318074,74.81680132452547
64.0,543.4142387562829,543.6387859380989,76.1057201593118
65.0,543.5768077534493,543.6172226507204,74.22139988542806
66.0,543.2554119192164,543.5961932540862,75.64971091854814
67.0,543.3274816323112,543.574759169326,74.55644031168785
68.0,543.0566455743409,543.553634844571,75.54770200982937
69.0,543.7658753054309,543.5322296623348,75.23544929897528
70.0,543.250605672499,543.5109129517001,73.98315777073489
71.0,543.6014214557377,543.4899510569984,75.1081552916495
72.0,543.8802022349461,543.468670412999,74.79963440447851
73.0,543.1462094763889,543.4474771832511,74.34030034861745
74.0,542.9386578285429,543.4264140981525,74.38434711836743
75.0,542.2782217798427,543.4053385331356,75.47151303065492
76.0,542.7193823784585,543.3839549377768,75.90521248830795
77.0,543.703811222867,543.3624484609052,75.73839810113859
78.0,544.1109904152339,543.3409892481097,74.74545179482921
79.0,542.6669908115933,543.3198113701012,74.44608121477313
80.0,543.3021090192385,543.298718313757,75.26051826897236
81.0,543.6782923876699,543.2773945002475,75.69326874261941
82.0,543.3611258111796,543.2559480741038,75.72124215321718
83.0,543.5036217143431,543.2344937221603,75.06138698972175
84.0,542.954785568193,543.21322632918,76.40511212767674
85.0,543.7618157912538,543.1915782140771,75.6708772252678
86.0,543.7231668495766,543.1701381321966,75.16677803638886
87.0,543.3369598476766,543.1488408784196,73.91780260965669
88.0,543.3857488486295,543.1278975010136,74.5634075473625
89.0,544.0995933245057,543.1067712022085,74.61859088238344
90.0,542.8619022430362,543.0856292681251,75.80318592333235
91.0,543.0705919608837,543.0641516987803,74.95434629871616
92.0,543.966813844323,543.0429146339956,75.7468446676073
93.0,543.2971549773608,543.0214530280064,75.2007789721602
94.0,542.9488375529198,543.0001461406309,74.97339157275451
95.0,542.4385791711644,542.9789036796853,74.34666220130525
96.0,542.2368422670972,542.9578387920617,75.12132754940437
97.0,542.7896427665361,542.9365544159227,75.7868008060254
98.0,542.6267023869453,542.9150814890277,75.48954715201985
99.0,542.988982419733,542.8936927840011,75.0536846627353
100.0,542.1042805468228,542.8724275733468,75.40274871214078
101.0,542.6532720270776,542.8510634612117,75.16094041220167
102.0,542.7624953361452,542.8297678614283,75.08275961754603
103.0,542.5794812934736,542.8084944128699,73.60734843245763
104.0,543.1762779861965,542.7876389974807,75.52936555358765
105.0,542.8342696590685,542.7662390105738,74.24120584941437
106.0,543.1499773366897,542.7452040022499,75.03458637928128
107.0,542.4317960233108,542.7239442027758,75.26702980483229
108.0,542.5407234830085,542.702618544331,75.41226807304076
109.0,542.3758007389503,542.6812517350436,74.87548507401841
110.0,542.716389984222,542.6600370142727,75.02084727536494
111.0,542.8976969827102,542.6387811075447,74.26848124577401
112.0,542.5220887667576,542.6177383711918,76.18655177637248
113.0,542.7398976483952,542.5961521815218,76.19025634564457
114.0,542.1375166341302,542.5745649422238,74.87542572390345
115.0,542.6943720722477,542.5533502382686,76.10481156180914
116.0,542.7729603535197,542.5317872083263,74.59550051211346
117.0,542.7407669822749,542.5106518165144,74.41548433513381
118.0,542.8536998662635,542.4895674292861,75.10766061131727
119.0,542.5456515095548,542.4682869254463,74.45714047346632
120.0,541.7973480278564,542.4471907356454,75.11873323749778
121.0,541.9353402819202,542.4259070945616,75.67668302561962
122.0,542.5845449879828,542.4044653677042,75.57320233847419
123.0,541.9697340735296,542.3830529603749,76.31254794618944
124.0,542.01081088527,542.3614310717903,75.45345242676566
125.0,542.6916924416978,542.3400525936026,75.50877346948423
126.0,542.4525584838552,542.3186584411196,75.54198288105039
127.0,541.8229450826371,542.2972548793034,75.60842321705506
128.0,542.8872163988931,542.2758324927252,75.99860452589506
129.0,542.5877917397971,542.2542995547763,74.7991037737903
130.0,541.4125827839189,542.2331064753737,76.11767403121085
131.0,541.9420066623976,542.2115398010648,75.6086094199577
132.0,542.3483150996427,542.1901173617291,75.1905412112099
133.0,542.2741995660957,542.1688133750527,75.35767933806763
134.0,541.5389687975971,542.1474620325735,74.69544010816756
135.0,541.7507190630477,542.1262983245429,75.27940475697775
136.0,542.3322005338855,542.1049691598616,74.65742246802782
137.0,541.6201150141851,542.0838162234958,74.43318199781702
138.0,542.4383748323104,542.0627268219297,74.9050472747507
139.0,542.8666125185117,542.0415037252019,74.63149890714399
140.0,541.8165678785055,542.0203581338449,76.24956535152134
141.0,541.7742400607852,541.9987540903285,75.68611867786468
142.0,542.4803820828064,541.9773096900365,75.58424998122082
143.0,542.0974038773174,541.9558941525418,75.45162579901312
144.0,542.1432607435232,541.9345161918989,75.05757646555087
145.0,542.1243005479938,541.9132498785668,74.62294434480351
146.0,542.1556296863179,541.8921067110025,76.94903409444946
147.0,542.217649025466,541.8703044846757,74.92012033433114
148.0,542.4676211396596,541.8490771172476,73.65607577363606
149.0,541.2055502956421,541.8282078957784,74.92267526838464
150.0,541.8234115469073,541.8069798044523,75.04085285547121
151.0,541.4293350496156,541.7857182294767,76.13159853884457
152.0,541.1679276192259,541.7641476098908,74.23590576880842
153.0,541.2496953842247,541.7431141032562,74.47055396049093
154.0,542.0116720505748,541.7220141129674,75.54766847621848
155.0,541.8751347507712,541.7006089402325,75.11227336246547
156.0,542.0866287093789,541.6793271294464,74.79861132230535
157.0,542.1900491104178,541.6581341895718,76.488006511295
158.0,542.1445808018474,541.636462587727,75.52904189776305
159.0,541.8636694543504,541.6150626925225,74.90510580504385
160.0,542.3395318455791,541.5938395792111,73.8400659695936
161.0,542.0539994225795,541.5729182271864,74.09859968290628
162.0,541.5414090568728,541.5519236239429,73.7843967281729
163.0,541.4320743021151,541.5310180448699,75.7187756439093
164.0,541.1100224735467,541.5095643917708,75.21407682444365
165.0,542.1398482914983,541.4882537366707,74.37860865871652
166.0,542.0220613708699,541.4671797975507,74.70680090419886
167.0,541.6053918609987,541.4460128706278,74.83445254391319
168.0,541.3692803344832,541.4248097757403,73.05430140940754
169.0,541.2076843610706,541.4041110570076,74.38283702486109
170.0,542.0396616871727,541.3830359198506,74.8809812618763
171.0,540.7858539506552,541.3618196418264,74.96556059082707
172.0,541.4243265548168,541.340579399659,74.2300531528187
173.0,541.616376617195,541.3195475512657,75.86440013665816
174.0,541.3513451477423,541.2980526378936,73.65627800586232
175.0,541.3703485266459,541.2771833591253,75.81225861971964
176.0,541.4863299185818,541.255703219183,73.6963365432925
177.0,541.51130834752,541.2348225904958,75.50470356856121
178.0,541.3280705314313,541.2134295911513,76.1705672341184
179.0,540.6434582944337,541.191847930435,76.80192904823978
180.0,540.786384898187,541.1700873838713,76.07631620253547
181.0,540.9030641235473,541.148532427614,75.25996863519835
182.0,540.9949647127969,541.1272087698339,75.21032989258447
183.0,541.192410606873,541.1058991763645,75.75610931842331
184.0,541.0717040011957,541.084434945391,75.01506536124013
185.0,540.5847228990336,541.0631806768719,75.96565481684854
186.0,540.5410323049394,541.0416570746738,74.68631397976714
187.0,540.5486795247188,541.0204959523794,74.99373845685665
188.0,541.3564105519882,540.9992477264834,76.59165788193008
189.0,541.278163609472,540.9775467567501,75.62826278977869
190.0,542.4657899424288,540.9561187489597,75.31898818446805
191.0,541.2276640136553,540.9347783689741,77.110529981607
192.0,540.7165794047303,540.9129303854793,75.34617300693112
193.0,541.0721124026594,540.8915823031274,75.74315230166009
194.0,540.9257659588683,540.8701217433086,75.11127485254282
195.0,540.5540849150901,540.8488402154337,75.81443819598115
196.0,540.9679044608263,540.8273594579448,75.62880883373212
197.0,540.8570656364707,540.805931295442,75.51316686980388
198.0,540.6938774699593,540.7845358981622,75.4414354316702
199.0,540.6231213116228,540.7631608247898,74.26319246376636
200.0,540.487136870631,540.7421195869251,74.49669132819287
201.0,540.8229176361658,540.7210121910488,75.50526827224279
202.0,541.2847592286955,540.699619031705,76.22670084004857
203.0,540.0989789370055,540.678021466467,74.93665142501845
204.0,540.6374811994627,540.6567894152299,76.0849149787308
205.0,541.1360677470527,540.6352320226526,75.46504100050055
206.0,541.2068989473031,540.6138502610359,74.34311550725558
207.0,541.1249072093298,540.5927863783088,74.39480504191557
208.0,540.6496755534021,540.5717078502136,75.2224249434695
209.0,540.5399193618889,540.5503948298128,74.28113333246702
210.0,540.609588741964,540.529348508702,74.10868815802182
211.0,541.5026032542695,540.5083510470572,73.98501542010521
212.0,541.013691275493,540.4873886260216,74.66844618969719
213.0,541.6541702467395,540.4662325662678,74.56852356465298
214.0,540.1358243261267,540.4451048179244,74.42463816556356
215.0,540.7205968279783,540.4240178371108,76.49852560419615
216.0,540.1622277429868,540.4023432548564,75.92220609298279
217.0,540.394647865373,540.38083196313,76.03686001410769
218.0,539.8770667111097,540.359288186126,75.96542966555364
219.0,540.5616335586182,540.3377646477209,76.18404013241863
220.0,540.5215318115884,540.3161791696832,76.27779307751526
221.0,540.313729348943,540.2945671283113,75.26687833962082
222.0,540.0153151732035,540.2732415127817,74.6158333690454
223.0,540.8296332436146,540.2521003599938,76.68468075549961
224.0,539.7899023313214,540.2303730337798,76.10568660671183
225.0,539.5494506668756,540.2088097559079,76.18053580452418
226.0,540.7451160556656,540.1872252707633,75.74886099453302
227.0,541.0336156700286,540.1657630934815,74.7833673692358
228.0,540.0401007770827,540.1445744727268,75.78837201790611
229.0,539.9984937530174,540.1231011006552,76.65042008916276
230.0,540.6512583155111,540.1013834816299,75.30447594758536
231.0,540.319711059695,540.0800472134447,74.56228327434789
232.0,539.5552681040299,540.0589212331837,75.71199823483727
233.0,540.0946896091257,540.0374695003504,74.42098660766965
234.0,539.4815180824506,540.016383554145,75.48690454903964
235.0,540.4471790897113,539.9949955978561,74.59968081979991
236.0,539.7893153728711,539.9738590216239,74.92049127195268
237.0,540.5584514251706,539.9526315490967,75.65865327258369
238.0,540.0976330708684,539.9311949306696,74.99801049584548
239.0,539.8839475291907,539.9099454943623,75.14893387004676
240.0,539.8555895985829,539.8886532964325,75.60230353767344
241.0,539.8408327505767,539.8672326437634,76.62171208416932
242.0,539.3983897789284,539.8455231586729,75.13805556743267
243.0,540.4614599392484,539.8242340429289,76.14767935245372
244.0,539.87761850689,539.8026588671123,73.71559804039951
245.0,539.0462730149193,539.7817727810009,74.27069120407776
246.0,539.7597808097506,539.7607294184932,74.35573607523949
247.0,539.6723300950428,539.7396619599384,75.43780160254222
248.0,539.2666353528489,539.718287916151,75.25521841099945
249.0,539.6344356687256,539.6969656042679,76.00545211793701
250.0,540.4266504184974,539.6754307261679,75.24059432266782
251.0,538.812173778136,539.6541125577764,75.85046440033139
252.0,540.0903516144953,539.632621592863,75.64330743716562
253.0,540.0010705090288,539.6111893224224,76.11057591590807
254.0,539.2384173627559,539.5896246592463,74.86329248263718
255.0,539.9312599717329,539.5684133930429,75.21999936104368
256.0,539.2903193499183,539.5471010598906,75.33145839859338
257.0,540.087712034925,539.5257571466776,75.65136161417365
258.0,539.7999682198001,539.5043225942203,76.20177191731088
259.0,539.295774507824,539.482732092177,76.86339212040484
260.0,539.755222667282,539.4609541310763,74.85069585138335
261.0,539.3964787645381,539.4397464339183,75.68427468481542
262.0,539.4799167633357,539.418302556091,75.36094724393709
263.0,539.0527830741993,539.3969502877052,74.76935492453848
264.0,539.7419311955629,539.3757656371433,75.41218015263588
265.0,539.2152631499423,539.3543988527667,74.47963454774508
266.0,539.0154346649178,539.3332962896447,74.96828702781741
267.0,539.0703761716243,539.312055274987,76.29427841113433
268.0,539.554490947367,539.2904385627705,73.91580748706028
269.0,539.3304634025307,539.2694957506492,73.75663829835177
270.0,539.9183058450668,539.2485980364646,74.5889875722554
271.0,538.9754643175974,539.2274644899858,76.00829587558735
272.0,539.1300211009248,539.2059288061544,75.04177179472397
273.0,536.5878045884077,539.1846669708125,75.51118826178381
274.0,539.2637396337077,539.1632721341384,74.47059917285736
275.0,539.782122673849,539.1421721310394,75.22353588528038
276.0,539.231808299986,539.120858795872,75.69449621662979
277.0,538.8494913881557,539.0994120219439,74.22375673314613
278.0,539.1363751623361,539.0783819575361,73.4471564344081
279.0,539.0622124616369,539.0575719298797,74.93393344308322
280.0,539.3807056559818,539.0363406487375,74.40778351145876
281.0,538.8061478750075,539.0152584434093,76.03508757537213
282.0,538.5976400395616,538.9937151685963,73.71805681161163
283.0,539.3752019820125,538.9728283858329,74.02411616296313
284.0,539.5407865333507,538.9518548862534,75.58285501216291
285.0,538.7299452050255,538.9304397440001,75.62762714728446
286.0,539.4008223494117,538.9090119163083,74.24805851869502
287.0,539.4999366518242,538.8879749663947,75.03808751710308
288.0,538.4604255836515,538.8667141749315,75.74512096229734
289.0,539.0124881083347,538.8452530573254,75.62726383551991
290.0,538.4204267596094,538.8238253325721,74.48988933947084
291.0,538.4675512307591,538.8027198639259,74.9814392404883
292.0,538.395971186992,538.7814751228077,74.43191296372532
293.0,538.5428973300665,538.7603860808013,75.62199588451621
294.0,538.5505596150666,538.7389598486341,75.33318104309761
295.0,538.4649557100568,538.7176154473385,74.94202108231049
296.0,538.9580820007955,538.6963818746985,73.07628539336046
297.0,539.5813726152029,538.6756769271703,74.97435113922887
298.0,538.9429512910993,538.6544341943477,76.41485773740597
299.0,537.978672925325,538.6327833179887,74.42245913325118
300.0,538.0439974238509,538.6116969545676,74.55397565748237
301.0,537.3113981759328,538.5905733281313,74.12362561119446
302.0,538.8003121711317,538.5695716342082,75.40781460181303
303.0,537.8724116277541,538.5482060867377,74.02508791429415
304.0,538.9049235905123,538.5272323118286,75.51073191883047
305.0,538.5168703616067,538.5058376044517,76.80552835029428
306.0,539.7427312701512,538.4840760380857,75.6595679608726
307.0,538.3031733867995,538.4626391604968,74.09501080163652
308.0,538.5995456487326,538.441645574103,74.24558677190389
309.0,539.1031954087656,538.4206093245176,74.72027658009662
310.0,538.0150535008479,538.3994385794865,75.2555310617053
311.0,538.7272224403359,538.3781161790191,74.65194123426485
312.0,537.8814105478726,538.3569647956695,75.72326012270914
313.0,538.2606337230783,538.335509871968,74.42173312462971
314.0,538.2408504604232,538.3144237142493,73.6378334661072
315.0,538.0780559528241,538.2935596614338,73.63829230916363
316.0,538.2871173158517,538.2726954786131,74.11820732049632
317.0,538.2018927922281,538.2516953198722,73.82212337055569
318.0,538.3006003576335,538.2307790515838,75.12623768198326
319.0,538.2179147403589,538.2094932842406,74.24265984233668
320.0,538.2369116037075,538.188457863952,74.19836392208626
321.0,539.2642221593476,538.1674349941741,74.70780762941777
322.0,538.8308195399858,538.1462677820124,74.60249627007583
323.0,537.7893900980309,538.1251304080693,75.73220982631477
324.0,537.7552584391095,538.1036729486184,73.41626667300808
325.0,538.3038236976788,538.082871673061,74.60169683466289
326.0,538.4378193220622,538.0617345256246,75.20970438245416
327.0,537.621088497257,538.0404251093828,75.37757383110363
328.0,537.8323573343955,538.0190681301308,74.76365563320418
329.0,537.7477092721412,537.997885094368,75.58717498292481
330.0,537.6089040691127,537.9764687281228,75.69414045201539
331.0,537.9451098440371,537.9550220549947,75.36044608209198
332.0,537.9188500443775,537.9336699286048,74.39504871189871
333.0,537.245715425991,537.9125913314698,75.4367241191551
334.0,537.4335806284948,537.8912175929693,75.23080798214204
335.0,537.9650409252657,537.8699021973744,74.08644448573556
336.0,537.9611110606126,537.8489110381034,74.95932133942817
337.0,538.7101171873229,537.8276725637239,74.82268817533998
338.0,537.9067077603224,537.8064728020743,74.36313799151768
339.0,536.9500078659922,537.7854032463099,76.22339201943834
340.0,537.421615709596,537.7638066185712,75.12100058466041
341.0,538.8219434444084,537.7425223350722,75.44221813693355
342.0,537.7123124362047,537.7211470399334,74.92609438857326
343.0,538.2416642390817,537.6999179798565,75.9162634934831
344.0,538.1776041884294,537.6784083718668,74.88253950330399
345.0,537.405742553414,537.6571916523409,75.66496160655021
346.0,537.6665029512687,537.6357532465523,75.04296393933727
347.0,537.3566716591923,537.6144910734362,74.59689249498871
348.0,537.4571055398945,537.5933552872293,74.07875513040595
349.0,537.5852257188288,537.572366306609,73.75351370882045
350.0,537.2222909883052,537.5514694777248,75.6150691120407
351.0,537.5513375336292,537.5300452081431,75.28704704040838
352.0,537.436802294756,537.5087138781483,74.5861956031022
353.0,538.3512994033865,537.4875811227274,75.12260292971052
354.0,537.331915525643,537.4662963852306,76.53600518084814
355.0,537.9511162196575,537.4446111837627,74.83747992515121
356.0,537.0148019623248,537.4234072311173,75.9332946489591
357.0,537.5978760611388,537.4018927976334,74.34934178070607
358.0,537.624442069515,537.3808271507955,74.7043630586628
359.0,537.8109946623623,537.3596609145956,74.47284356854165
360.0,537.7352573076535,537.3385602755845,73.94570080270702
361.0,537.7684152126351,537.3176089936903,74.96904423830664
362.0,537.7356167875031,537.2963677644896,75.32216358709583
363.0,537.2007462477544,537.2750264848066,74.03674757946591
364.0,536.9051524326638,537.2540494063257,75.52286541205517
365.0,537.3961209447938,537.2326512611256,74.50253845578446
366.0,537.0229437549939,537.2115422085632,75.22392181263663
367.0,540.5272582040302,537.1902287640496,76.33932116730057
368.0,537.0480370112997,537.1685992897188,73.72894884858628
369.0,536.7055411168062,537.1477094208784,75.45921604628519
370.0,536.8969906727611,537.1263293096654,75.35351544105494
371.0,537.562615367225,537.104979146957,74.00084945643567
372.0,537.0259640383846,537.084012239611,76.1077355961455
373.0,537.2156223953026,537.0624483811921,74.81710570785386
374.0,537.3436310432752,537.0412502012415,74.76093824980511
375.0,541.1428376270159,537.0200679354041,74.40828942243088
376.0,537.6400070529954,536.9989855867344,76.23850913225336
377.0,536.9722003773378,536.9773846758135,75.10679719323358
378.0,537.7833141352294,536.9561044166089,76.33527954399523
379.0,536.4917967900983,536.9344760874046,74.75302594945087
380.0,535.8789065916271,536.9132960633857,74.93104970061012
381.0,536.7436819559332,536.8920655993038,74.53729702802136
382.0,536.2993121836631,536.8709466984792,76.72348268267766
383.0,537.0810039720069,536.8492083783858,73.86356092894263
384.0,537.4460776711136,536.828280369456,74.28884835148224
385.0,536.536586546239,536.807231862423,75.67316081701122
386.0,536.5028519680528,536.7857911335249,74.05498854450278
387.0,536.830306803572,536.7648088867707,74.89082302427164
388.0,536.8690328671796,536.743589820247,74.57115791808397
389.0,537.3616148393861,536.7224613255037,73.78769090141333
390.0,536.5910984403947,536.7015548130815,74.33291256502251
391.0,536.7175169333331,536.6804938211881,75.5175113835975
392.0,536.808044000643,536.6590971929628,73.95206277843144
393.0,536.6567090618016,536.6381441085089,73.9594822996195
394.0,535.9689715723091,536.6171889218573,75.24035814664292
395.0,536.592833215323,536.5958708203824,74.87821754957865
396.0,536.4267910247175,536.57465532541,76.02590660249813
397.0,537.002603959008,536.5531146518726,75.048263766841
398.0,538.0732038109765,536.5318509771388,73.977725717748
399.0,536.1024746525347,536.5108906215187,73.3909896158913
400.0,536.6118231358859,536.4900965077943,74.15012283751315
401.0,536.1375088077042,536.4690873063237,74.08329172662138
402.0,536.226374862182,536.4480970403345,75.5974978190942
403.0,536.4091558891055,536.4266777492855,74.8751906982184
