t_s,load_cell_weight_g,true_weight_g,true_flow_ml_per_hr
0.0,536.8850418286813,537.5,147.56730874836376
1.0,537.1791560061835,537.4588041263078,150.71618570992797
2.0,538.1374834581203,537.4167291911303,149.36232343902347
3.0,537.9607740922771,537.3750322091703,148.45818143552123
4.0,537.7347333884707,537.3335876335195,151.14823768355856
5.0,537.4326993433206,537.2913920838329,150.40898068145694
6.0,537.781205404168,537.2494029100592,149.11494097956827
7.0,537.5844851614081,537.2077749890359,147.48349041650386
8.0,537.4507215318504,537.1666025146278,151.99196126204535
9.0,537.0431595440987,537.1241714254422,148.96303134056177
10.0,537.3898851109893,537.0825859125264,149.2973140099532
11.0,536.9881318207675,537.040907079032,149.6469751610622
12.0,536.9072912016297,536.9991306317994,151.62069527628964
13.0,537.2173238656729,536.9568031877016,149.98554664754036
14.0,537.0177972454418,536.9149322225958,149.30716465463897
15.0,536.8276741323028,536.8732506391295,153.61737590222197
16.0,536.3807032726353,536.8303657883569,148.40987510256946
17.0,537.0997056073945,536.788934698224,150.13213353371202
18.0,536.7014637305537,536.747022810946,148.05394776477138
19.0,537.0572105718368,536.7056910838617,151.418227462787
20.0,537.1487018287811,536.6634201620283,149.48072272867043
21.0,537.3965805557909,536.6216901269331,150.7679818112534
22.0,537.1390867189712,536.5796007320108,149.83224513437614
23.0,536.3882277741476,536.5377725635775,147.03558427363473
24.0,536.7539436008173,536.4967251296345,149.32856359525258
25.0,536.7697191610002,536.4550375722974,149.40835440796982
26.0,536.6171603254563,536.4133277400251,150.17541481600563
27.0,535.9057805407676,536.3714037700557,149.50987842129348
28.0,536.5445617929441,536.3296655956631,152.41351117623972
29.0,536.9335217704463,536.2871168237931,149.1792540135448
30.0,535.7635114958034,536.2454709487143,151.4741858625216
31.0,536.5487908527128,536.203184405161,148.1437169605232
32.0,535.7176705970921,536.1618276175095,149.95059884324712
33.0,536.7550268648299,536.1199664086657,146.55509073514736
34.0,535.9171097646962,536.0790531125022,150.16088479899167
35.0,535.5685176887941,536.0371331988292,151.62694695713208
36.0,536.2749398883237,535.9948040094703,151.23916433798013
37.0,536.4891604524026,535.9525830760927,148.3715333062756
38.0,535.4407338620913,535.9111626897113,150.03376331116806
39.0,535.8803031734966,535.8692782641203,149.7724613111266
40.0,536.2890964424753,535.8274667853376,149.7399273935653
41.0,535.6594930675151,535.7856643889402,150.13791439367003
42.0,534.8091828434855,535.7437508878386,149.33862071596084
43.0,533.2522578268374,535.7020605228888,149.2182316376351
44.0,535.6109740107158,535.6604037665566,148.1731669553558
45.0,536.0669195560239,535.6190387574483,148.36771417086314
46.0,535.3395327880988,535.5776194372422,148.93328090746456
47.0,535.5366827362653,535.5360422296555,150.2442892886176
48.0,535.6019171408007,535.4940990322291,152.9996693046732
49.0,535.3095719885744,535.4513866245483,148.0055629106056
50.0,535.3313155634703,535.4100684049024,149.15916039444647
51.0,535.3026566275669,535.3684281392923,147.83305747905445
52.0,535.3585562299506,535.3271580774126,151.02904054398783
53.0,535.8026759444132,535.2849958035943,152.84817867785083
54.0,535.8420973741264,535.2423256870466,150.49692197385016
55.0,535.0115232700831,535.2003119629956,147.7527183535679
56.0,535.1692150476346,535.1590643291217,147.3379387032536
57.0,534.1959902979088,535.1179324879006,150.78200983612064
58.0,535.6344995542769,535.0758391768213,151.6188665576091
59.0,534.7019663788227,535.0335122432406,150.07113353835558
60.0,535.7277378957434,534.9916173851278,149.79095366998195
61.0,534.5824683795859,534.9498007438949,151.69606047960448
62.0,535.5268092719093,534.9074522603444,150.68080275068786
63.0,534.8971400754709,534.8653872029098,153.19189842016
64.0,534.8231736367427,534.8226211312675,150.64770281623038
65.0,535.2888037735725,534.7805653142314,149.90973611474453
66.0,534.7905897406573,534.7387155128993,152.23668790912464
67.0,534.5546739066774,534.6962161041913,148.20308250265523
68.0,534.3765963896201,534.6548427436594,150.6357878213557
69.0,534.5818571519393,534.6127902528926,148.74462793339416
70.0,534.7018634698561,534.5712657109278,150.07430392810915
71.0,534.1594801104777,534.5293699677479,146.33797031989437
72.0,535.120766053567,534.4885172843669,148.9930959060534
73.0,534.7210555983055,534.4469233784264,149.4526733594622
74.0,533.8891921271684,534.4052011737803,150.64460249598952
75.0,534.7996282313966,534.3631462222502,149.36535562152588
76.0,534.9242200584517,534.3214483938058,152.0354633726086
77.0,534.1295491563976,534.279005160281,148.93250835430794
78.0,534.2624495664066,534.2374281683653,146.7321222100475
79.0,533.4237189300575,534.1964654509151,150.25115447705974
80.0,534.2443693431696,534.1545203369569,151.02253334113362
81.0,534.0685428205519,534.1123598797326,149.5745046261972
82.0,534.7009769368882,534.0706036638577,148.4108045592285
83.0,533.5134091220316,534.0291723142516,150.09303558784265
84.0,534.0108583563475,533.9872713418166,149.448054113517
85.0,534.3280758146357,533.9455504267099,150.92932328529105
86.0,533.7191254689607,533.9034159906262,148.5921164812412
87.0,534.184048325413,533.8619340247751,150.34250498264618
88.0,533.792321351469,533.8199634088007,148.54485228126063
89.0,533.6312058810282,533.7784946375389,148.70464729256776
90.0,533.5432468778652,533.7369812568364,150.44721327734513
91.0,533.3910999286521,533.6949814097965,152.5340692137249
92.0,533.5744621786156,533.652398982141,149.59046584212004
93.0,534.0261633573422,533.6106383104268,148.3423377522497
94.0,533.3335799428504,533.5692260744709,149.78720978067238
95.0,533.813859734841,533.5274104784071,149.2770185035883
96.0,533.5963912406594,533.4857373107416,149.42494022446073
97.0,533.6241161873784,533.4440228482622,151.07485496176227
98.0,533.1712770336665,533.4018477845854,151.66856811859006
99.0,533.5872654674598,533.3595069759856,149.50909668456967
100.0,533.8187467489322,533.3177690198279,148.70499637085317
101.0,532.8965088901829,533.2762555416743,148.7272638407597
102.0,534.1948565607603,533.2347358471854,148.580781736053
103.0,533.5629497381193,533.1932570456174,151.40942028719542
104.0,532.9766816911836,533.1509885824539,147.04888085472882
105.0,532.8330408647407,533.1099374365486,149.7013331336538
106.0,532.7325588401744,533.0681458143822,149.6833167704697
107.0,532.0414337850971,533.0263592217838,149.25170615354634
108.0,532.630868610532,532.9846931204826,151.05445852327904
109.0,533.6749395271722,532.9425237508115,146.86140654259776
110.0,533.0787918741811,532.9015249414849,149.98552548142942
111.0,532.7489772845828,532.8596539822881,150.32315146914684
112.0,532.5453495986826,532.8176887691696,148.7702114238143
113.0,533.0340159664289,532.7761570851471,150.01583698189947
114.0,532.6900904080522,532.7342776639897,149.88577574646405
115.0,532.159884325081,532.6924345515938,153.70227324314962
116.0,532.8778174808109,532.6495260003135,148.65960292728406
117.0,531.6992829073239,532.6080251944962,150.22184024359737
118.0,532.0960925383572,532.5660882640949,153.1666155671873
119.0,531.9927302495726,532.5233292505824,150.04748674208156
120.0,532.2756736332813,532.481440993867,148.31683984513802
