t_s,true_flow_ml_per_hr,true_weight_g,effective_drop_factor_gtts_per_ml
0.0,146.76589094729732,545.0,21.0
1.0,149.2132777733287,544.9584163308982,21.00102625353635
2.0,148.14890528824216,544.9161392355292,21.002052506689743
3.0,146.97306626438558,544.8741637123642,21.00307875907723
4.0,148.86155432094588,544.8325213435893,21.00410501031586
5.0,150.72687569439634,544.7903439031983,21.005131260022676
6.0,152.94582922461862,544.7476379550849,21.006157507814734
7.0,148.78658494673857,544.7043033034713,21.00718375330908
8.0,149.79597434340783,544.662147104403,21.00820999612276
9.0,148.9041457696536,544.6197049116724,21.009236235872834
10.0,151.27354687124264,544.5775154037043,21.01026247217634
11.0,149.88489086139853,544.5346545654241,21.011288704650344
12.0,147.5160021827378,544.4921871796801,21.012314932911895
13.0,148.463101528977,544.4503909790617,21.013341156578047
14.0,151.22290434414617,544.4083264336284,21.01436737526587
15.0,148.56377245965345,544.3654799440642,21.01539358859241
16.0,147.3083862898072,544.3233868752006,21.016419796174738
17.0,149.37387076760768,544.2816494990852,21.017445997629917
18.0,149.9573726063645,544.2393269023678,21.018472192575004
19.0,150.93001180095953,544.1968389801293,21.019498380627084
20.0,150.08002947549377,544.1540754767857,21.020524561403214
21.0,150.2182273949737,544.1115528017676,21.02155073452048
22.0,151.24019470150435,544.0689909706724,21.022576899595947
23.0,149.84206616507834,544.0261395821736,21.023603056246706
24.0,150.7659465469523,543.9836843300935,21.024629204089827
25.0,150.66147262020237,543.9409673119052,21.025655342742414
26.0,152.26097489410975,543.8982798946628,21.02668147182154
27.0,149.49250814390112,543.8551392851094,21.027707590944313
28.0,148.8570866611035,543.8127830744687,21.02873369972782
29.0,149.04260121405747,543.7706068999147,21.029759797789165
30.0,150.1113657152569,543.728378162904,21.030785884745452
31.0,150.98170800507327,543.6858466092847,21.03181196021379
32.0,149.90918938516023,543.6430684586833,21.0328380238113
33.0,148.56185228784432,543.6005941883575,21.03386407515509
34.0,148.78097778795893,543.5585016635426,21.034890113862286
35.0,149.46779465921514,543.5163470531694,21.035916139550014
36.0,148.58694484595566,543.4739978446826,21.036942151835408
37.0,149.66724997528542,543.4318982103096,21.037968150335608
38.0,151.71959019100754,543.3894924894832,21.038994134667746
39.0,147.0137197995464,543.3465052722624,21.040020104448978
40.0,148.79827297806227,543.304851384986,21.041046059296455
41.0,148.5043108484411,543.2626918743088,21.042071998827335
42.0,148.89343713073637,543.2206156529018,21.043097922658788
43.0,150.73077807808662,543.178429179048,21.044123830407973
44.0,149.43310834606052,543.1357221252592,21.04514972169207
45.0,149.89311662598325,543.0933827445613,21.04617559612827
46.0,151.62370860794866,543.0509130281839,21.047201453333745
47.0,148.2819052236992,543.0079529774116,21.048227292925702
48.0,147.44657376712587,542.9659397709315,21.049253114521346
49.0,150.10123212310054,542.9241632416976,21.05027891773787
50.0,150.80211693039143,542.8816345592627,21.051304702192503
51.0,148.46536408929242,542.838907292799,21.052330467502458
52.0,150.1857862260246,542.796842106307,21.053356213284967
53.0,150.04648085068692,542.7542894668763,21.054381939157278
54.0,151.01367285660308,542.711776297302,21.055407644736615
55.0,149.94217791221874,542.6689890899926,21.05643332964024
56.0,148.26451068873627,542.6265054729175,21.057458993485405
57.0,152.18969562168658,542.5844971948891,21.058484635889393
58.0,149.7725452591062,542.5413767811295,21.059510256469466
59.0,150.47846107579636,542.4989412266394,21.06053585484291
60.0,149.8927116319104,542.456305662668,21.061561430627016
61.0,147.76658302903115,542.413836061039,21.062586983439083
62.0,149.67554087996174,542.371968862514,21.063612512896423
63.0,150.14284627526544,542.329560792598,21.064638018616353
64.0,149.02048136681438,542.2870203194868,21.065663500216193
65.0,149.86367326543552,542.2447978497662,21.066688957313286
66.0,148.42847050037767,542.2023364756742,21.06771438952497
67.0,151.4638480985789,542.1602817423659,21.068739796468602
68.0,148.0425752451044,542.1173669854045,21.069765177761546
69.0,148.7155723402495,542.0754215890852,21.07079053302117
70.0,151.31834860367493,542.0332855102554,21.071815861864863
71.0,151.28106515421555,541.990411978151,21.072841163910006
72.0,152.14434932070702,541.9475490096906,21.07386643877401
73.0,149.10475095806214,541.9044414440498,21.074891686074288
74.0,149.50887773293496,541.862195097945,21.075916905428258
75.0,150.45552162976946,541.819834249254,21.07694209645335
76.0,153.07317926805405,541.7772051847921,21.077967258767018
77.0,150.28369810623397,541.7338344506663,21.078992391986713
78.0,149.19816809811272,541.6912540695362,21.080017495729887
79.0,151.13505511572833,541.6489812552417,21.081042569614034
80.0,147.235139599402,541.6061596562922,21.082067613256633
81.0,148.05925767531716,541.5644430334057,21.083092626275178
82.0,147.6277596188693,541.5224929103977,21.084117608287183
83.0,151.3582933293343,541.4806650451724,21.085142558910174
84.0,148.5121619952059,541.4377801953958,21.08616747776168
85.0,149.02803741886433,541.3957017494971,21.08719236445925
86.0,148.9539388811039,541.3534771388952,21.08821721862043
87.0,151.11051832867722,541.3112735228788,21.0892420398628
88.0,152.1074380012578,541.2684588760189,21.090266827803937
89.0,151.8284973265982,541.2253617685853,21.09129158206144
90.0,149.08037326594956,541.1823436943428,21.09231630225291
91.0,150.25700883529305,541.1401042552508,21.093340987995965
92.0,149.22527026175663,541.0975314360808,21.094365638908243
93.0,148.42861511033752,541.05525094284,21.095390254607384
94.0,150.32463470608832,541.0131961685586,21.096414834711048
95.0,150.4969995152272,540.9706041887252,21.097439378836903
96.0,151.0334413627406,540.927963372196,21.09846388660264
97.0,150.6066115714629,540.8851705638099,21.099488357625958
98.0,151.23385892420862,540.8424986905313,21.10051279152456
99.0,150.51084613180376,540.7996490971694,21.101537187916183
100.0,150.61779054622602,540.757004357432,21.102561546418563
101.0,149.65172557653096,540.7143293167773,21.103585866649443
102.0,150.04362977793164,540.6719279945306,21.10461014822661
103.0,145.53859844328574,540.6294156327601,21.105634390767836
104.0,150.11585070320533,540.5881796965346,21.10665859389092
105.0,151.8281458014667,540.5456468721686,21.10768275721368
106.0,151.5308258951195,540.502628897525,21.10870688035393
107.0,150.09974687015782,540.4596951635212,21.109730962929525
108.0,150.70545671617393,540.4171669019081,21.110755004558314
109.0,152.39381519055217,540.3744670225052,21.111779004858175
110.0,149.3936566055474,540.3312887748679,21.112802963446992
111.0,149.80893772704098,540.288960572163,21.113826879942664
112.0,149.56650095184924,540.2465147064736,21.114850753963122
113.0,151.35374274201843,540.204137531204,21.115874585126296
114.0,150.88996230961172,540.1612539707603,21.11689837305013
115.0,148.98453116229138,540.1185018147726,21.1179221173526
116.0,150.58487471957312,540.0762895309433,21.118945817651685
117.0,150.61144274269813,540.0336238164394,21.119969473565384
118.0,149.13346976152332,539.9909505743291,21.120993084711714
119.0,150.8332547732814,539.94869609123,21.122016650708712
120.0,149.1917235469188,539.9059600023775,21.12304017117442
121.0,148.944155636293,539.8636890140392,21.124063645726913
122.0,151.35426613175088,539.8214881699423,21.12508707398427
123.0,148.28412644234447,539.778604461205,21.126110455564596
124.0,150.3668923089384,539.7365906253797,21.12713379008601
125.0,151.1787782164106,539.6939866725587,21.128157077166637
126.0,151.24866890873116,539.6511526853974,21.129180316424648
127.0,148.45225865068417,539.6082988958733,21.130203507478203
128.0,146.83498856216235,539.566237422589,21.1312266499455
129.0,149.43669130857074,539.5246341758296,21.132249743444735
130.0,148.35310193083876,539.4822937799589,21.133272787594144
131.0,150.1431178690804,539.4402604010785,21.134295782011968
132.0,149.27249138278412,539.3977198510156,21.135318726316477
133.0,147.40456167197524,539.3554259784571,21.136341620125943
134.0,152.10733087130083,539.3136613526501,21.137364463058667
135.0,148.75879523086408,539.2705642755699,21.138387254732976
136.0,151.77322780645468,539.2284159502544,21.139409994767206
137.0,149.34161555415332,539.1854135357094,21.14043268277971
138.0,151.53490494211923,539.1431000779689,21.141455318388875
139.0,150.48258353214803,539.1001651882353,21.142477901213095
140.0,148.00519688334572,539.0575284562345,21.14350043087078
141.0,151.37877445433196,539.0155936504509,21.144522906980367
142.0,147.9695756223299,538.9727029976889,21.145545329160324
143.0,153.70183046330985,538.9307782845959,21.146567697029116
144.0,150.28872587691953,538.8872294326313,21.147590010205246
145.0,150.39290597733176,538.8446476269662,21.148612268307232
146.0,150.73884664927755,538.802036303606,21.14963447095361
147.0,150.18299155430614,538.759326963722,21.150656617762934
148.0,148.69916017978287,538.716775116115,21.151678708353792
149.0,149.4310090058252,538.6746436873973,21.152700742344777
150.0,150.68837729674863,538.6323049015123,21.15372271935452
151.0,149.00995436834052,538.5896098612782,21.15474463900165
152.0,147.02164562395942,538.5473903742072,21.15576650090484
153.0,149.09382749498693,538.5057342412804,21.156788304682777
154.0,149.58592897054822,538.4634909901569,21.157810049954165
155.0,148.2809669987406,538.4211083102819,21.15883173633773
156.0,150.3052005060128,538.3790953696323,21.159853363452235
157.0,150.29655617503508,538.3365088961555,21.160874930916446
158.0,151.1814568284267,538.2939248719058,21.161896438349153
159.0,150.60413007883545,538.2510901258045,21.162917885369183
160.0,152.24320351648223,538.2084189556156,21.16393927159537
161.0,148.50967996216377,538.1652833812859,21.164960596646583
162.0,150.77887090331416,538.1232056386299,21.16598186014171
163.0,150.86301314395214,538.0804849585406,21.167003061699646
164.0,147.7586421161522,538.0377404381497,21.168024200939342
165.0,149.97280051938148,537.9958754895503,21.169045277479736
166.0,149.90569989642853,537.9533831960698,21.17006629093982
167.0,149.5289944050655,537.9109099144325,21.17108724093859
168.0,150.26203739414333,537.8685433660178,21.172108127095076
169.0,149.85115071179155,537.8259691220894,21.17312894902832
170.0,150.65260784497283,537.7835112960544,21.174149706357404
171.0,150.29456168284642,537.7408263904982,21.175170398701425
172.0,152.82427278411674,537.6982429313548,21.176191025679504
173.0,149.76432850378086,537.6549427207326,21.177211586910783
174.0,150.14879917213426,537.6125094943231,21.178232082014436
175.0,149.1863964400468,537.5699673345578,21.179252510609665
176.0,147.2944163570137,537.5276978555664,21.18027287231568
177.0,149.34578955057512,537.4859644375986,21.181293166751733
178.0,149.67268269205624,537.4436497972259,21.182313393537097
179.0,151.6426389552901,537.4012425371299,21.183333552291067
180.0,148.75671796139036,537.3582771227591,21.184353642632956
181.0,150.7887329690965,537.3161293860035,21.18537366418212
182.0,147.66892597502505,537.2734059116622,21.186393616557925
183.0,150.28837813376097,537.231566382636,21.187413499379772
184.0,147.7816668338798,537.1889846754981,21.18843331226709
185.0,148.09224971275168,537.1471132032284,21.189453054839326
186.0,150.03631096450397,537.1051537324765,21.190472726715953
187.0,149.6509211154579,537.06264344437,21.191492327516478
188.0,150.23922886029504,537.0202423500539,21.192511856860428
