t_s,load_cell_weight_g,true_weight_g,true_flow_ml_per_hr
0.0,544.899902515408,545.0,146.76589094729732
1.0,545.0785019885483,544.9584163308982,149.2132777733287
2.0,544.352983542041,544.9161392355292,148.14890528824216
3.0,545.3248402769343,544.8741637123642,146.97306626438558
4.0,545.2353529933714,544.8325213435893,148.86155432094588
5.0,544.265376375794,544.7903439031983,150.72687569439634
6.0,544.8461398416413,544.7476379550849,152.94582922461862
7.0,544.3777594823247,544.7043033034713,148.78658494673857
8.0,544.6525581114985,544.662147104403,149.79597434340783
9.0,544.8017939068438,544.6197049116724,148.9041457696536
10.0,544.3531841332536,544.5775154037043,151.27354687124264
11.0,544.6516952483304,544.5346545654241,149.88489086139853
12.0,545.1106126549718,544.4921871796801,147.5160021827378
13.0,544.7372107657687,544.4503909790617,148.463101528977
14.0,544.4781461389649,544.4083264336284,151.22290434414617
15.0,543.9765617516172,544.3654799440642,148.56377245965345
16.0,544.1569829947885,544.3233868752006,147.3083862898072
17.0,543.9334421832393,544.2816494990852,149.37387076760768
18.0,544.7992978886766,544.2393269023678,149.9573726063645
19.0,543.6971566090914,544.1968389801293,150.93001180095953
20.0,544.5644679359717,544.1540754767857,150.08002947549377
21.0,544.2166537678143,544.1115528017676,150.2182273949737
22.0,543.4772063234284,544.0689909706724,151.24019470150435
23.0,543.8555004018566,544.0261395821736,149.84206616507834
24.0,544.2475736062684,543.9836843300935,150.7659465469523
25.0,544.6035862693735,543.9409673119052,150.66147262020237
26.0,544.4497649369346,543.8982798946628,152.26097489410975
27.0,543.8636898996549,543.8551392851094,149.49250814390112
28.0,544.017839820792,543.8127830744687,148.8570866611035
29.0,543.5623332970976,543.7706068999147,149.04260121405747
30.0,542.9496177735276,543.728378162904,150.1113657152569
31.0,543.2806118062978,543.6858466092847,150.98170800507327
32.0,543.9384915358805,543.6430684586833,149.90918938516023
33.0,543.103475519979,543.6005941883575,148.56185228784432
34.0,543.8644468502929,543.5585016635426,148.78097778795893
35.0,544.1448490379303,543.5163470531694,149.46779465921514
36.0,543.5255756723357,543.4739978446826,148.58694484595566
37.0,543.5994745683001,543.4318982103096,149.66724997528542
38.0,543.5006858138596,543.3894924894832,151.71959019100754
39.0,543.954147660551,543.3465052722624,147.0137197995464
40.0,543.5378065394767,543.304851384986,148.79827297806227
41.0,543.2756631281604,543.2626918743088,148.5043108484411
42.0,543.3436847189614,543.2206156529018,148.89343713073637
43.0,542.8936814974387,543.178429179048,150.73077807808662
44.0,542.802322323712,543.1357221252592,149.43310834606052
45.0,543.305651208004,543.0933827445613,149.89311662598325
46.0,543.1158909612157,543.0509130281839,151.62370860794866
47.0,543.4986178370251,543.0079529774116,148.2819052236992
48.0,542.464293583699,542.9659397709315,147.44657376712587
49.0,543.5617054750096,542.9241632416976,150.10123212310054
50.0,542.9249236488163,542.8816345592627,150.80211693039143
51.0,542.6811244859241,542.838907292799,148.46536408929242
52.0,541.9136500762352,542.796842106307,150.1857862260246
53.0,542.6016014461982,542.7542894668763,150.04648085068692
54.0,543.5571899952255,542.711776297302,151.01367285660308
55.0,542.4707053424333,542.6689890899926,149.94217791221874
56.0,543.3833775708681,542.6265054729175,148.26451068873627
57.0,542.3746978572702,542.5844971948891,152.18969562168658
58.0,541.6106148670359,542.5413767811295,149.7725452591062
59.0,543.1783677610225,542.4989412266394,150.47846107579636
60.0,542.4060627288584,542.456305662668,149.8927116319104
61.0,542.8382960779152,542.413836061039,147.76658302903115
62.0,542.2477550959543,542.371968862514,149.67554087996174
63.0,542.4671221952474,542.329560792598,150.14284627526544
64.0,541.8333488034604,542.2870203194868,149.02048136681438
65.0,542.974808707105,542.2447978497662,149.86367326543552
66.0,541.6192905318516,542.2023364756742,148.42847050037767
67.0,542.2035386768376,542.1602817423659,151.4638480985789
68.0,542.0289129986073,542.1173669854045,148.0425752451044
69.0,542.2426217308893,542.0754215890852,148.7155723402495
70.0,542.18936282137,542.0332855102554,151.31834860367493
71.0,541.6414513907495,541.990411978151,151.28106515421555
72.0,542.6017218883497,541.9475490096906,152.14434932070702
73.0,542.3422979125738,541.9044414440498,149.10475095806214
74.0,541.7109834940626,541.862195097945,149.50887773293496
